Channel ,Time_Hours,Current_mA,CurrentDensity_mA/cm^2,Time_Since_Inoc_hrs
2_prime1338,236.87,0.237626,0.0079,232.87
2_prime1338,236.89,0.237598,0.0079,232.89
2_prime1338,236.91,0.237373,0.0079,232.91
2_prime1338,236.93,0.237477,0.0079,232.93
2_prime1338,236.95,0.237474,0.0079,232.95
2_prime1338,236.97,0.237330,0.0079,232.97
2_prime1338,236.99,0.237531,0.0079,232.99
2_prime1338,237.01,0.237370,0.0079,233.01
2_prime1338,237.04,0.237433,0.0079,233.04
2_prime1338,237.06,0.237145,0.0078,233.06
2_prime1338,237.08,0.237344,0.0079,233.08
2_prime1338,237.10,0.236943,0.0078,233.10
2_prime1338,237.12,0.236864,0.0078,233.12
2_prime1338,237.14,0.236736,0.0078,233.14
2_prime1338,237.16,0.236473,0.0078,233.16
2_prime1338,237.18,0.236576,0.0078,233.18
2_prime1338,237.20,0.236317,0.0078,233.20
2_prime1338,237.22,0.236581,0.0078,233.22
2_prime1338,237.24,0.236273,0.0078,233.24
2_prime1338,237.26,0.236210,0.0078,233.26
2_prime1338,237.29,0.236592,0.0078,233.29
2_prime1338,237.31,0.236272,0.0078,233.31
2_prime1338,237.33,0.236724,0.0078,233.33
2_prime1338,237.35,0.236710,0.0078,233.35
2_prime1338,237.37,0.236615,0.0078,233.37
2_prime1338,237.39,0.236627,0.0078,233.39
2_prime1338,237.41,0.236321,0.0078,233.41
2_prime1338,237.43,0.236329,0.0078,233.43
2_prime1338,237.45,0.236452,0.0078,233.45
2_prime1338,237.47,0.236546,0.0078,233.47
2_prime1338,237.49,0.236435,0.0078,233.49
2_prime1338,237.51,0.236349,0.0078,233.51
2_prime1338,237.54,0.236326,0.0078,233.54
2_prime1338,237.56,0.236410,0.0078,233.56
2_prime1338,237.58,0.236159,0.0078,233.58
2_prime1338,237.60,0.236267,0.0078,233.60
2_prime1338,237.62,0.236136,0.0078,233.62
2_prime1338,237.64,0.236387,0.0078,233.64
2_prime1338,237.66,0.236554,0.0078,233.66
2_prime1338,237.68,0.236231,0.0078,233.68
2_prime1338,237.70,0.236266,0.0078,233.70
2_prime1338,237.72,0.236611,0.0078,233.72
2_prime1338,237.74,0.236247,0.0078,233.74
2_prime1338,237.76,0.236423,0.0078,233.76
2_prime1338,237.79,0.236602,0.0078,233.79
2_prime1338,237.81,0.236418,0.0078,233.81
2_prime1338,237.83,0.236145,0.0078,233.83
2_prime1338,237.85,0.235881,0.0078,233.85
2_prime1338,237.87,0.236233,0.0078,233.87
2_prime1338,237.89,0.236779,0.0078,233.89
2_prime1338,237.91,0.236708,0.0078,233.91
2_prime1338,237.93,0.236458,0.0078,233.93
2_prime1338,237.95,0.236452,0.0078,233.95
2_prime1338,237.97,0.236552,0.0078,233.97
2_prime1338,237.99,0.236299,0.0078,233.99
2_prime1338,238.01,0.236312,0.0078,234.01
2_prime1338,238.04,0.236137,0.0078,234.04
2_prime1338,238.06,0.236101,0.0078,234.06
2_prime1338,238.08,0.236276,0.0078,234.08
2_prime1338,238.10,0.235708,0.0078,234.10
2_prime1338,238.12,0.235780,0.0078,234.12
2_prime1338,238.14,0.235477,0.0078,234.14
2_prime1338,238.16,0.235528,0.0078,234.16
2_prime1338,238.18,0.235404,0.0078,234.18
2_prime1338,238.20,0.235631,0.0078,234.20
2_prime1338,238.22,0.235509,0.0078,234.22
2_prime1338,238.24,0.235158,0.0078,234.24
2_prime1338,238.26,0.235314,0.0078,234.26
2_prime1338,238.29,0.234956,0.0078,234.29
2_prime1338,238.31,0.234867,0.0078,234.31
2_prime1338,238.33,0.234727,0.0078,234.33
2_prime1338,238.35,0.234940,0.0078,234.35
2_prime1338,238.37,0.234907,0.0078,234.37
2_prime1338,238.39,0.234760,0.0078,234.39
2_prime1338,238.41,0.234666,0.0078,234.41
2_prime1338,238.43,0.234937,0.0078,234.43
2_prime1338,238.45,0.234887,0.0078,234.45
2_prime1338,238.47,0.234924,0.0078,234.47
2_prime1338,238.49,0.234721,0.0078,234.49
2_prime1338,238.51,0.234868,0.0078,234.51
2_prime1338,238.54,0.234745,0.0078,234.54
2_prime1338,238.56,0.234898,0.0078,234.56
2_prime1338,238.58,0.234946,0.0078,234.58
2_prime1338,238.60,0.234925,0.0078,234.60
2_prime1338,238.62,0.234670,0.0078,234.62
2_prime1338,238.64,0.235016,0.0078,234.64
2_prime1338,238.66,0.234983,0.0078,234.66
2_prime1338,238.68,0.235038,0.0078,234.68
2_prime1338,238.70,0.234703,0.0078,234.70
2_prime1338,238.72,0.234298,0.0077,234.72
2_prime1338,238.74,0.234396,0.0078,234.74
2_prime1338,238.76,0.233921,0.0077,234.76
2_prime1338,238.79,0.234159,0.0077,234.79
2_prime1338,238.81,0.233891,0.0077,234.81
2_prime1338,238.83,0.233781,0.0077,234.83
2_prime1338,238.85,0.233677,0.0077,234.85
2_prime1338,238.87,0.233722,0.0077,234.87
2_prime1338,238.89,0.233544,0.0077,234.89
2_prime1338,238.91,0.233764,0.0077,234.91
2_prime1338,238.93,0.233403,0.0077,234.93
2_prime1338,238.95,0.233176,0.0077,234.95
2_prime1338,238.97,0.233545,0.0077,234.97
2_prime1338,238.99,0.232963,0.0077,234.99
2_prime1338,239.01,0.233185,0.0077,235.01
2_prime1338,239.04,0.233380,0.0077,235.04
2_prime1338,239.06,0.232894,0.0077,235.06
2_prime1338,239.08,0.233073,0.0077,235.08
2_prime1338,239.10,0.232948,0.0077,235.10
2_prime1338,239.12,0.233237,0.0077,235.12
2_prime1338,239.14,0.233454,0.0077,235.14
2_prime1338,239.16,0.233375,0.0077,235.16
2_prime1338,239.18,0.233244,0.0077,235.18
2_prime1338,239.20,0.233130,0.0077,235.20
2_prime1338,239.22,0.233083,0.0077,235.22
2_prime1338,239.24,0.232734,0.0077,235.24
2_prime1338,239.26,0.232910,0.0077,235.26
2_prime1338,239.29,0.232763,0.0077,235.29
2_prime1338,239.31,0.232732,0.0077,235.31
2_prime1338,239.33,0.232935,0.0077,235.33
2_prime1338,239.35,0.232813,0.0077,235.35
2_prime1338,239.37,0.233268,0.0077,235.37
2_prime1338,239.39,0.233361,0.0077,235.39
2_prime1338,239.41,0.233589,0.0077,235.41
2_prime1338,239.43,0.233518,0.0077,235.43
2_prime1338,239.45,0.233640,0.0077,235.45
2_prime1338,239.47,0.233963,0.0077,235.47
2_prime1338,239.49,0.233833,0.0077,235.49
2_prime1338,239.51,0.234217,0.0077,235.51
2_prime1338,239.54,0.233784,0.0077,235.54
2_prime1338,239.56,0.233764,0.0077,235.56
2_prime1338,239.58,0.234321,0.0078,235.58
2_prime1338,239.60,0.234514,0.0078,235.60
2_prime1338,239.62,0.234800,0.0078,235.62
2_prime1338,239.64,0.234838,0.0078,235.64
2_prime1338,239.66,0.234653,0.0078,235.66
2_prime1338,239.68,0.234552,0.0078,235.68
2_prime1338,239.70,0.234833,0.0078,235.70
2_prime1338,239.72,0.234682,0.0078,235.72
2_prime1338,239.74,0.234274,0.0077,235.74
2_prime1338,239.76,0.234471,0.0078,235.76
2_prime1338,239.79,0.234533,0.0078,235.79
2_prime1338,239.81,0.234214,0.0077,235.81
2_prime1338,239.83,0.233888,0.0077,235.83
2_prime1338,239.85,0.233669,0.0077,235.85
2_prime1338,239.87,0.233856,0.0077,235.87
2_prime1338,239.89,0.233597,0.0077,235.89
2_prime1338,239.91,0.233437,0.0077,235.91
2_prime1338,239.93,0.233165,0.0077,235.93
2_prime1338,239.95,0.233290,0.0077,235.95
2_prime1338,239.97,0.233067,0.0077,235.97
2_prime1338,239.99,0.233089,0.0077,235.99
2_prime1338,240.01,0.233067,0.0077,236.01
2_prime1338,240.04,0.233206,0.0077,236.04
2_prime1338,240.06,0.232780,0.0077,236.06
2_prime1338,240.08,0.232943,0.0077,236.08
2_prime1338,240.10,0.233017,0.0077,236.10
2_prime1338,240.12,0.232669,0.0077,236.12
2_prime1338,240.14,0.232791,0.0077,236.14
2_prime1338,240.16,0.232742,0.0077,236.16
2_prime1338,240.18,0.232802,0.0077,236.18
2_prime1338,240.20,0.233020,0.0077,236.20
2_prime1338,240.22,0.232817,0.0077,236.22
2_prime1338,240.24,0.233001,0.0077,236.24
2_prime1338,240.26,0.233069,0.0077,236.26
2_prime1338,240.29,0.233072,0.0077,236.29
2_prime1338,240.31,0.233156,0.0077,236.31
2_prime1338,240.33,0.233007,0.0077,236.33
2_prime1338,240.35,0.233167,0.0077,236.35
2_prime1338,240.37,0.232728,0.0077,236.37
2_prime1338,240.39,0.232736,0.0077,236.39
2_prime1338,240.41,0.232713,0.0077,236.41
2_prime1338,240.43,0.232864,0.0077,236.43
2_prime1338,240.45,0.232777,0.0077,236.45
2_prime1338,240.47,0.232928,0.0077,236.47
2_prime1338,240.49,0.232845,0.0077,236.49
2_prime1338,240.51,0.232916,0.0077,236.51
2_prime1338,240.54,0.232574,0.0077,236.54
2_prime1338,240.56,0.232762,0.0077,236.56
2_prime1338,240.58,0.232643,0.0077,236.58
2_prime1338,240.60,0.232412,0.0077,236.60
2_prime1338,240.62,0.232699,0.0077,236.62
2_prime1338,240.64,0.232938,0.0077,236.64
2_prime1338,240.66,0.232819,0.0077,236.66
2_prime1338,240.68,0.232843,0.0077,236.68
2_prime1338,240.70,0.233052,0.0077,236.70
2_prime1338,240.72,0.232722,0.0077,236.72
2_prime1338,240.74,0.232793,0.0077,236.74
2_prime1338,240.76,0.232776,0.0077,236.76
2_prime1338,240.79,0.232836,0.0077,236.79
2_prime1338,240.81,0.232826,0.0077,236.81
2_prime1338,240.83,0.232671,0.0077,236.83
2_prime1338,240.85,0.233024,0.0077,236.85
2_prime1338,240.87,0.232821,0.0077,236.87
2_prime1338,240.89,0.232855,0.0077,236.89
2_prime1338,240.91,0.232887,0.0077,236.91
2_prime1338,240.93,0.232948,0.0077,236.93
2_prime1338,240.95,0.232799,0.0077,236.95
2_prime1338,240.97,0.232791,0.0077,236.97
2_prime1338,240.99,0.233080,0.0077,236.99
2_prime1338,241.01,0.233192,0.0077,237.01
2_prime1338,241.04,0.232838,0.0077,237.04
2_prime1338,241.06,0.233176,0.0077,237.06
2_prime1338,241.08,0.232698,0.0077,237.08
2_prime1338,241.10,0.232709,0.0077,237.10
2_prime1338,241.12,0.232761,0.0077,237.12
2_prime1338,241.14,0.232676,0.0077,237.14
2_prime1338,241.16,0.232371,0.0077,237.16
2_prime1338,241.18,0.232657,0.0077,237.18
2_prime1338,241.20,0.233020,0.0077,237.20
2_prime1338,241.22,0.232927,0.0077,237.22
2_prime1338,241.24,0.232679,0.0077,237.24
2_prime1338,241.26,0.232656,0.0077,237.26
2_prime1338,241.29,0.232630,0.0077,237.29
2_prime1338,241.31,0.232226,0.0077,237.31
2_prime1338,241.33,0.232514,0.0077,237.33
2_prime1338,241.35,0.232496,0.0077,237.35
2_prime1338,241.37,0.232347,0.0077,237.37
2_prime1338,241.39,0.232639,0.0077,237.39
2_prime1338,241.41,0.232234,0.0077,237.41
2_prime1338,241.43,0.232451,0.0077,237.43
2_prime1338,241.45,0.232263,0.0077,237.45
2_prime1338,241.47,0.232138,0.0077,237.47
2_prime1338,241.49,0.232417,0.0077,237.49
2_prime1338,241.51,0.232055,0.0077,237.51
2_prime1338,241.54,0.232350,0.0077,237.54
2_prime1338,241.56,0.232299,0.0077,237.56
2_prime1338,241.58,0.232492,0.0077,237.58
2_prime1338,241.60,0.232760,0.0077,237.60
2_prime1338,241.62,0.232269,0.0077,237.62
2_prime1338,241.64,0.232470,0.0077,237.64
2_prime1338,241.66,0.232267,0.0077,237.66
2_prime1338,241.68,0.232119,0.0077,237.68
2_prime1338,241.70,0.232194,0.0077,237.70
2_prime1338,241.72,0.232255,0.0077,237.72
2_prime1338,241.74,0.232316,0.0077,237.74
2_prime1338,241.76,0.232025,0.0077,237.76
2_prime1338,241.79,0.231864,0.0077,237.79
2_prime1338,241.81,0.231782,0.0077,237.81
2_prime1338,241.83,0.232082,0.0077,237.83
2_prime1338,241.85,0.231845,0.0077,237.85
2_prime1338,241.87,0.232070,0.0077,237.87
2_prime1338,241.89,0.231961,0.0077,237.89
2_prime1338,241.91,0.232499,0.0077,237.91
2_prime1338,241.93,0.232288,0.0077,237.93
2_prime1338,241.95,0.232508,0.0077,237.95
2_prime1338,241.97,0.232144,0.0077,237.97
2_prime1338,241.99,0.232397,0.0077,237.99
2_prime1338,242.01,0.232226,0.0077,238.01
2_prime1338,242.04,0.232336,0.0077,238.04
2_prime1338,242.06,0.232069,0.0077,238.06
2_prime1338,242.08,0.232068,0.0077,238.08
2_prime1338,242.10,0.232233,0.0077,238.10
2_prime1338,242.12,0.232201,0.0077,238.12
2_prime1338,242.14,0.232367,0.0077,238.14
2_prime1338,242.16,0.232076,0.0077,238.16
2_prime1338,242.18,0.232318,0.0077,238.18
2_prime1338,242.20,0.232030,0.0077,238.20
2_prime1338,242.22,0.231953,0.0077,238.22
2_prime1338,242.24,0.232363,0.0077,238.24
2_prime1338,242.26,0.232364,0.0077,238.26
2_prime1338,242.29,0.232448,0.0077,238.29
2_prime1338,242.31,0.232205,0.0077,238.31
2_prime1338,242.33,0.232263,0.0077,238.33
2_prime1338,242.35,0.232352,0.0077,238.35
2_prime1338,242.37,0.232092,0.0077,238.37
2_prime1338,242.39,0.232012,0.0077,238.39
2_prime1338,242.41,0.232020,0.0077,238.41
2_prime1338,242.43,0.231899,0.0077,238.43
2_prime1338,242.45,0.231752,0.0077,238.45
2_prime1338,242.47,0.231736,0.0077,238.47
2_prime1338,242.49,0.231270,0.0076,238.49
2_prime1338,242.51,0.231573,0.0077,238.51
2_prime1338,242.54,0.231496,0.0077,238.54
2_prime1338,242.56,0.231416,0.0077,238.56
2_prime1338,242.58,0.231526,0.0077,238.58
2_prime1338,242.60,0.231338,0.0077,238.60
2_prime1338,242.62,0.231526,0.0077,238.62
2_prime1338,242.64,0.231462,0.0077,238.64
2_prime1338,242.66,0.231520,0.0077,238.66
2_prime1338,242.68,0.231137,0.0076,238.68
2_prime1338,242.70,0.231210,0.0076,238.70
2_prime1338,242.72,0.231146,0.0076,238.72
2_prime1338,242.74,0.230549,0.0076,238.74
2_prime1338,242.76,0.230748,0.0076,238.76
2_prime1338,242.79,0.230839,0.0076,238.79
2_prime1338,242.81,0.230572,0.0076,238.81
2_prime1338,242.83,0.230350,0.0076,238.83
2_prime1338,242.85,0.230380,0.0076,238.85
2_prime1338,242.87,0.230492,0.0076,238.87
2_prime1338,242.89,0.229998,0.0076,238.89
2_prime1338,242.91,0.230122,0.0076,238.91
2_prime1338,242.93,0.229849,0.0076,238.93
2_prime1338,242.95,0.229459,0.0076,238.95
2_prime1338,242.97,0.229348,0.0076,238.97
2_prime1338,242.99,0.229149,0.0076,238.99
2_prime1338,243.01,0.229044,0.0076,239.01
2_prime1338,243.04,0.229188,0.0076,239.04
2_prime1338,243.06,0.228740,0.0076,239.06
2_prime1338,243.08,0.228961,0.0076,239.08
2_prime1338,243.10,0.228582,0.0076,239.10
2_prime1338,243.12,0.228371,0.0076,239.12
2_prime1338,243.14,0.228048,0.0075,239.14
2_prime1338,243.16,0.228243,0.0075,239.16
2_prime1338,243.18,0.227603,0.0075,239.18
2_prime1338,243.20,0.227384,0.0075,239.20
2_prime1338,243.22,0.227205,0.0075,239.22
2_prime1338,243.24,0.226917,0.0075,239.24
2_prime1338,243.26,0.226764,0.0075,239.26
2_prime1338,243.29,0.226228,0.0075,239.29
2_prime1338,243.31,0.226010,0.0075,239.31
2_prime1338,243.33,0.225669,0.0075,239.33
2_prime1338,243.35,0.225968,0.0075,239.35
2_prime1338,243.37,0.225739,0.0075,239.37
2_prime1338,243.39,0.225633,0.0075,239.39
2_prime1338,243.41,0.225567,0.0075,239.41
2_prime1338,243.43,0.225640,0.0075,239.43
2_prime1338,243.45,0.225496,0.0075,239.45
2_prime1338,243.47,0.225454,0.0075,239.47
2_prime1338,243.49,0.225326,0.0075,239.49
2_prime1338,243.51,0.225268,0.0075,239.51
2_prime1338,243.54,0.225361,0.0075,239.54
2_prime1338,243.56,0.224922,0.0074,239.56
2_prime1338,243.58,0.225046,0.0074,239.58
2_prime1338,243.60,0.225190,0.0074,239.60
2_prime1338,243.62,0.224723,0.0074,239.62
2_prime1338,243.64,0.224988,0.0074,239.64
2_prime1338,243.66,0.225163,0.0074,239.66
2_prime1338,243.68,0.224774,0.0074,239.68
2_prime1338,243.70,0.224829,0.0074,239.70
2_prime1338,243.72,0.225113,0.0074,239.72
2_prime1338,243.74,0.225108,0.0074,239.74
2_prime1338,243.76,0.225779,0.0075,239.76
2_prime1338,243.79,0.225719,0.0075,239.79
2_prime1338,243.81,0.225946,0.0075,239.81
2_prime1338,243.83,0.225767,0.0075,239.83
2_prime1338,243.85,0.225203,0.0074,239.85
2_prime1338,243.87,0.224974,0.0074,239.87
2_prime1338,243.89,0.224871,0.0074,239.89
2_prime1338,243.91,0.225274,0.0075,239.91
2_prime1338,243.93,0.225180,0.0074,239.93
2_prime1338,243.95,0.225142,0.0074,239.95
2_prime1338,243.97,0.224720,0.0074,239.97
2_prime1338,243.99,0.224987,0.0074,239.99
2_prime1338,244.01,0.224643,0.0074,240.01
2_prime1338,244.04,0.224493,0.0074,240.04
2_prime1338,244.06,0.224790,0.0074,240.06
2_prime1338,244.08,0.224898,0.0074,240.08
2_prime1338,244.10,0.225123,0.0074,240.10
2_prime1338,244.12,0.225497,0.0075,240.12
2_prime1338,244.14,0.225290,0.0075,240.14
2_prime1338,244.16,0.225353,0.0075,240.16
2_prime1338,244.18,0.224897,0.0074,240.18
2_prime1338,244.20,0.225306,0.0075,240.20
2_prime1338,244.22,0.225281,0.0075,240.22
2_prime1338,244.24,0.225198,0.0074,240.24
2_prime1338,244.26,0.225089,0.0074,240.26
2_prime1338,244.29,0.225084,0.0074,240.29
2_prime1338,244.31,0.224976,0.0074,240.31
2_prime1338,244.33,0.225307,0.0075,240.33
2_prime1338,244.35,0.225726,0.0075,240.35
2_prime1338,244.37,0.225569,0.0075,240.37
2_prime1338,244.39,0.225869,0.0075,240.39
2_prime1338,244.41,0.225376,0.0075,240.41
2_prime1338,244.43,0.224475,0.0074,240.43
2_prime1338,244.45,0.224779,0.0074,240.45
2_prime1338,244.47,0.224610,0.0074,240.47
2_prime1338,244.49,0.225263,0.0075,240.49
2_prime1338,244.51,0.225684,0.0075,240.51
2_prime1338,244.54,0.225500,0.0075,240.54
2_prime1338,244.56,0.225162,0.0074,240.56
2_prime1338,244.58,0.224912,0.0074,240.58
2_prime1338,244.60,0.224357,0.0074,240.60
2_prime1338,244.62,0.223854,0.0074,240.62
2_prime1338,244.64,0.223650,0.0074,240.64
2_prime1338,244.66,0.224180,0.0074,240.66
2_prime1338,244.68,0.224810,0.0074,240.68
2_prime1338,244.70,0.224740,0.0074,240.70
2_prime1338,244.72,0.224963,0.0074,240.72
2_prime1338,244.74,0.224770,0.0074,240.74
2_prime1338,244.76,0.224785,0.0074,240.76
2_prime1338,244.79,0.224467,0.0074,240.79
2_prime1338,244.81,0.224738,0.0074,240.81
2_prime1338,244.83,0.224693,0.0074,240.83
2_prime1338,244.85,0.224892,0.0074,240.85
2_prime1338,244.87,0.225107,0.0074,240.87
2_prime1338,244.89,0.225482,0.0075,240.89
2_prime1338,244.91,0.225282,0.0075,240.91
2_prime1338,244.93,0.224878,0.0074,240.93
2_prime1338,244.95,0.225197,0.0074,240.95
2_prime1338,244.97,0.224855,0.0074,240.97
2_prime1338,244.99,0.224933,0.0074,240.99
2_prime1338,245.01,0.224894,0.0074,241.01
2_prime1338,245.04,0.225233,0.0074,241.04
2_prime1338,245.06,0.224844,0.0074,241.06
2_prime1338,245.08,0.224908,0.0074,241.08
2_prime1338,245.10,0.224972,0.0074,241.10
2_prime1338,245.12,0.224429,0.0074,241.12
2_prime1338,245.14,0.223713,0.0074,241.14
2_prime1338,245.16,0.223570,0.0074,241.16
2_prime1338,245.18,0.223551,0.0074,241.18
2_prime1338,245.20,0.222923,0.0074,241.20
2_prime1338,245.22,0.222879,0.0074,241.22
2_prime1338,245.24,0.223111,0.0074,241.24
2_prime1338,245.26,0.223210,0.0074,241.26
2_prime1338,245.29,0.223358,0.0074,241.29
2_prime1338,245.31,0.223492,0.0074,241.31
2_prime1338,245.33,0.223910,0.0074,241.33
2_prime1338,245.35,0.223964,0.0074,241.35
2_prime1338,245.37,0.223817,0.0074,241.37
2_prime1338,245.39,0.223822,0.0074,241.39
2_prime1338,245.41,0.223747,0.0074,241.41
2_prime1338,245.43,0.223875,0.0074,241.43
2_prime1338,245.45,0.224164,0.0074,241.45
2_prime1338,245.47,0.224417,0.0074,241.47
2_prime1338,245.49,0.224662,0.0074,241.49
2_prime1338,245.51,0.224862,0.0074,241.51
2_prime1338,245.54,0.224118,0.0074,241.54
2_prime1338,245.56,0.223505,0.0074,241.56
2_prime1338,245.58,0.223225,0.0074,241.58
2_prime1338,245.60,0.222930,0.0074,241.60
2_prime1338,245.62,0.222572,0.0074,241.62
2_prime1338,245.64,0.222205,0.0073,241.64
2_prime1338,245.66,0.221574,0.0073,241.66
2_prime1338,245.68,0.221626,0.0073,241.68
2_prime1338,245.70,0.221526,0.0073,241.70
2_prime1338,245.72,0.221507,0.0073,241.72
2_prime1338,245.74,0.221883,0.0073,241.74
2_prime1338,245.76,0.222856,0.0074,241.76
2_prime1338,245.79,0.223243,0.0074,241.79
2_prime1338,245.81,0.223793,0.0074,241.81
2_prime1338,245.83,0.224010,0.0074,241.83
2_prime1338,245.85,0.224206,0.0074,241.85
2_prime1338,245.87,0.224291,0.0074,241.87
2_prime1338,245.89,0.224520,0.0074,241.89
2_prime1338,245.91,0.224208,0.0074,241.91
2_prime1338,245.93,0.223833,0.0074,241.93
2_prime1338,245.95,0.223212,0.0074,241.95
2_prime1338,245.97,0.223430,0.0074,241.97
2_prime1338,245.99,0.223053,0.0074,241.99
2_prime1338,246.01,0.223047,0.0074,242.01
2_prime1338,246.04,0.223349,0.0074,242.04
2_prime1338,246.06,0.223538,0.0074,242.06
2_prime1338,246.08,0.223486,0.0074,242.08
2_prime1338,246.10,0.223880,0.0074,242.10
2_prime1338,246.12,0.223785,0.0074,242.12
2_prime1338,246.14,0.223345,0.0074,242.14
2_prime1338,246.16,0.223200,0.0074,242.16
2_prime1338,246.18,0.223079,0.0074,242.18
2_prime1338,246.20,0.223074,0.0074,242.20
2_prime1338,246.22,0.223548,0.0074,242.22
2_prime1338,246.24,0.223360,0.0074,242.24
2_prime1338,246.26,0.223519,0.0074,242.26
2_prime1338,246.29,0.223673,0.0074,242.29
2_prime1338,246.31,0.223570,0.0074,242.31
2_prime1338,246.33,0.223672,0.0074,242.33
2_prime1338,246.35,0.223520,0.0074,242.35
2_prime1338,246.37,0.223334,0.0074,242.37
2_prime1338,246.39,0.222973,0.0074,242.39
2_prime1338,246.41,0.222384,0.0074,242.41
2_prime1338,246.43,0.222263,0.0074,242.43
2_prime1338,246.45,0.221889,0.0073,242.45
2_prime1338,246.47,0.221966,0.0073,242.47
2_prime1338,246.49,0.222370,0.0074,242.49
2_prime1338,246.51,0.222051,0.0073,242.51
2_prime1338,246.54,0.222360,0.0074,242.54
2_prime1338,246.56,0.222541,0.0074,242.56
2_prime1338,246.58,0.222245,0.0074,242.58
2_prime1338,246.60,0.222171,0.0073,242.60
2_prime1338,246.62,0.221960,0.0073,242.62
2_prime1338,246.64,0.221628,0.0073,242.64
2_prime1338,246.66,0.221446,0.0073,242.66
2_prime1338,246.68,0.221316,0.0073,242.68
2_prime1338,246.70,0.221439,0.0073,242.70
2_prime1338,246.72,0.221661,0.0073,242.72
2_prime1338,246.74,0.221553,0.0073,242.74
2_prime1338,246.76,0.221585,0.0073,242.76
2_prime1338,246.79,0.222022,0.0073,242.79
2_prime1338,246.81,0.221873,0.0073,242.81
2_prime1338,246.83,0.222426,0.0074,242.83
2_prime1338,246.85,0.222588,0.0074,242.85
2_prime1338,246.87,0.222868,0.0074,242.87
2_prime1338,246.89,0.222551,0.0074,242.89
2_prime1338,246.91,0.222642,0.0074,242.91
2_prime1338,246.93,0.222304,0.0074,242.93
2_prime1338,246.95,0.222250,0.0074,242.95
2_prime1338,246.97,0.221749,0.0073,242.97
2_prime1338,246.99,0.221734,0.0073,242.99
2_prime1338,247.01,0.221892,0.0073,243.01
2_prime1338,247.04,0.221528,0.0073,243.04
2_prime1338,247.06,0.221471,0.0073,243.06
2_prime1338,247.08,0.221029,0.0073,243.08
2_prime1338,247.10,0.220978,0.0073,243.10
2_prime1338,247.12,0.221076,0.0073,243.12
2_prime1338,247.14,0.220844,0.0073,243.14
2_prime1338,247.16,0.221162,0.0073,243.16
2_prime1338,247.18,0.220987,0.0073,243.18
2_prime1338,247.20,0.221024,0.0073,243.20
2_prime1338,247.22,0.221229,0.0073,243.22
2_prime1338,247.24,0.220913,0.0073,243.24
2_prime1338,247.26,0.220502,0.0073,243.26
2_prime1338,247.29,0.220900,0.0073,243.29
2_prime1338,247.31,0.220716,0.0073,243.31
2_prime1338,247.33,0.220533,0.0073,243.33
2_prime1338,247.35,0.221001,0.0073,243.35
2_prime1338,247.37,0.220972,0.0073,243.37
2_prime1338,247.39,0.221045,0.0073,243.39
2_prime1338,247.41,0.220889,0.0073,243.41
2_prime1338,247.43,0.221447,0.0073,243.43
2_prime1338,247.45,0.221407,0.0073,243.45
2_prime1338,247.47,0.221459,0.0073,243.47
2_prime1338,247.49,0.221888,0.0073,243.49
2_prime1338,247.51,0.221866,0.0073,243.51
2_prime1338,247.54,0.221672,0.0073,243.54
2_prime1338,247.56,0.221947,0.0073,243.56
2_prime1338,247.58,0.221858,0.0073,243.58
2_prime1338,247.60,0.221494,0.0073,243.60
2_prime1338,247.62,0.221799,0.0073,243.62
2_prime1338,247.64,0.222036,0.0073,243.64
2_prime1338,247.66,0.222058,0.0073,243.66
2_prime1338,247.68,0.221696,0.0073,243.68
2_prime1338,247.70,0.221106,0.0073,243.70
2_prime1338,247.72,0.220287,0.0073,243.72
2_prime1338,247.74,0.219822,0.0073,243.74
2_prime1338,247.76,0.219665,0.0073,243.76
2_prime1338,247.79,0.220116,0.0073,243.79
2_prime1338,247.81,0.220491,0.0073,243.81
2_prime1338,247.83,0.220688,0.0073,243.83
2_prime1338,247.85,0.220823,0.0073,243.85
2_prime1338,247.87,0.221143,0.0073,243.87
2_prime1338,247.89,0.220711,0.0073,243.89
2_prime1338,247.91,0.220667,0.0073,243.91
2_prime1338,247.93,0.220946,0.0073,243.93
2_prime1338,247.95,0.221038,0.0073,243.95
2_prime1338,247.97,0.220975,0.0073,243.97
2_prime1338,247.99,0.221270,0.0073,243.99
2_prime1338,248.01,0.221234,0.0073,244.01
2_prime1338,248.04,0.221546,0.0073,244.04
2_prime1338,248.06,0.221605,0.0073,244.06
2_prime1338,248.08,0.221670,0.0073,244.08
2_prime1338,248.10,0.221561,0.0073,244.10
2_prime1338,248.12,0.221832,0.0073,244.12
2_prime1338,248.14,0.221686,0.0073,244.14
2_prime1338,248.16,0.221064,0.0073,244.16
2_prime1338,248.18,0.220609,0.0073,244.18
2_prime1338,248.20,0.220357,0.0073,244.20
2_prime1338,248.22,0.220363,0.0073,244.22
2_prime1338,248.24,0.220679,0.0073,244.24
2_prime1338,248.26,0.220587,0.0073,244.26
2_prime1338,248.29,0.220081,0.0073,244.29
2_prime1338,248.31,0.219896,0.0073,244.31
2_prime1338,248.33,0.220258,0.0073,244.33
2_prime1338,248.35,0.220391,0.0073,244.35
2_prime1338,248.37,0.220630,0.0073,244.37
2_prime1338,248.39,0.220497,0.0073,244.39
2_prime1338,248.41,0.220720,0.0073,244.41
2_prime1338,248.43,0.220292,0.0073,244.43
2_prime1338,248.45,0.220250,0.0073,244.45
2_prime1338,248.47,0.220307,0.0073,244.47
